InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV103997,SKU-1015,Yoga Mat,Home,6,2024-10-06 00:00,899,C0047,Germany
INV103278,SKU-1004,Laptop Stand,Accessories,4,2024-01-02 00:00,1299,C0095,United States
INV103874,SKU-1014,Power Bank 10000mAh,Electronics,9,2024-09-28 00:00,1799,C0027,Germany
INV102271,SKU-1009,Desk Lamp,Home,8,2024-08-24 00:00,1499,,France
INV101797,SKU-1012,Phone Case,Accessories,4,2024-07-24 00:00,499,C0093,United States
INV102693,SKU-1003,USB-C Cable,Electronics,1,2024-11-09 00:00,299,C0061,United States
INV101960,SKU-1009,Desk Lamp,Home,11,2024-10-28 00:00,1499,C0018,India
INV103935,SKU-1009,Desk Lamp,Home,11,2024-07-13 00:00,1499,C0076,united kingdom
INV103360,SKU-1012,Phone Case,Accessories,3,2024-12-02 00:00,499,C0046,United States
INV102156,SKU-1006,Gel Pen Pack,Stationery,1,2024-02-09 00:00,99,C0062,France
INV103316,SKU-1012,Phone Case,Accessories,4,2024-02-20 00:00,499,C0025,France
INV103146,SKU-1014,Power Bank 10000mAh,Electronics,4,2024-11-02 00:00,1799,C0062,France
INV103040,SKU-1006,Gel Pen Pack,Stationery,1,2024-09-17 00:00,99,C0056,India
INV101436,SKU-1015,Yoga Mat,Home,9,2024-09-21 00:00,899,C0059,France
INV100265,SKU-1004,Laptop Stand,Accessories,9,2024-07-05 00:00,1299,C0119,United Kingdom
INV101513,SKU-1012,Phone Case,Accessories,9,2024-11-01 00:00,499,C0070,Germany
INV100874,SKU-1003,USB-C Cable,Electronics,8,2024-04-21 00:00,299,C0090,united kingdom
INV103402,SKU-1006,Gel Pen Pack,Stationery,6,2024-09-17 00:00,99,C0107,united kingdom
INV100948,SKU-1011,Wireless Earbuds,Electronics,10,2024-11-04 00:00,3499,C0084,United States
INV102996,SKU-1015,Yoga Mat,Home,11,2024-09-09 00:00,899,C0095,United States
INV100279,SKU-1010,Backpack,Accessories,7,2024-02-12 00:00,1999,C0104,India
INV103463,SKU-1014,Power Bank 10000mAh,Electronics,2,2024-04-22 00:00,1799,,India
INV103286,SKU-1005,Notebook A5,Stationery,11,2024-05-29 00:00,149,C0083,united kingdom
INV101620,SKU-1007,Water Bottle 1L,Home,9,2024-09-17 00:00,399,C0040,France
INV101450,SKU-1002,Mechanical Keyboard,Electronics,4,2024-02-19 00:00,2499,C0102,India
INV102613,SKU-1005,Notebook A5,Stationery,7,2024-07-20 00:00,149,C0041,India
INV103885,SKU-1015,Yoga Mat,Home,5,2024-12-02 00:00,899,C0030,USA
INV102601,SKU-1007,Water Bottle 1L,Home,5,2024-03-18 00:00,399,C0114,Germany
INV101647,SKU-1008,Coffee Mug,Home,3,2024-06-04 00:00,249,C0086,France
INV102478,SKU-1002,Mechanical Keyboard,Electronics,5,2024-02-14 00:00,2499,C0056,India
INV100487,SKU-1011,Wireless Earbuds,Electronics,4,2024-07-04 00:00,3499,C0117,India
INV101522,SKU-1003,USB-C Cable,Electronics,5,2024-07-18 00:00,299,C0095,United States
INV103507,SKU-1015,Yoga Mat,Home,4,2024-10-20 00:00,899,C0120,India
INV102793,SKU-1001,Wireless Mouse,Electronics,6,2024-09-19 00:00,799,C0081,United States
INV100244,SKU-1001,Wireless Mouse,Electronics,5,2024-09-12 00:00,799,C0099,France
INV100043,SKU-1008,Coffee Mug,Home,11,2024-03-27 00:00,249,C0014,France
INV102086,SKU-1002,Mechanical Keyboard,Electronics,9,2024-02-15 00:00,2499,C0073,Germany
INV101706,SKU-1007,Water Bottle 1L,Home,6,2024-03-12 00:00,399,C0100,India
INV102329,SKU-1014,Power Bank 10000mAh,Electronics,10,2024-04-19 00:00,1799,C0086,France
INV102014,SKU-1005,Notebook A5,Stationery,9,2024-08-16 00:00,149,C0065,Germany
INV100237,SKU-1001,Wireless Mouse,Electronics,1,2024-09-12 00:00,799,C0032,United Kingdom
INV102570,SKU-1001,Wireless Mouse,Electronics,6,2024-08-28 00:00,799,C0077,United Kingdom
INV103383,SKU-1003,USB-C Cable,Electronics,-10,2024-06-01 00:00,299,C0047,Germany
INV103200,SKU-1008,Coffee Mug,Home,1,2024-03-14 00:00,249,C0030,Germany
INV100156,SKU-1001,WIRELESS MOUSE,Electronics,7,2024-07-06 00:00,799,C0001,India
INV102528,SKU-1008,Coffee Mug,Home,9,2024-05-02 00:00,249,C0054,Germany
INV100974,SKU-1008,Coffee Mug,Home,5,2024-09-26 00:00,249,C0075,France
INV102905,SKU-1001,Wireless Mouse,Electronics,4,2024-06-24 00:00,799,C0034,Germany
INV100718,SKU-1011,Wireless Earbuds,Electronics,7,2024-11-25 00:00,3499,C0068,United Kingdom
INV100194,SKU-1014,Power Bank 10000mAh,Electronics,-6,2024-06-17 00:00,1799,,India
INV100567,SKU-1009,Desk Lamp,Home,10,2024-06-29 00:00,1499,C0080,France
INV103469,SKU-1007,WATER BOTTLE 1L,Home,1,2024-01-26 00:00,399,C0021,Germany
INV102628,SKU-1013,Sticky Notes,Stationery,9,2024-06-14 00:00,79,C0081,United States
INV101316,SKU-1009,Desk Lamp,Home,6,2024-07-19 00:00,1499,,United States
INV101621,SKU-1004,Laptop Stand,Accessories,3,2024-08-20 00:00,1299,C0107,France
INV102261,SKU-1005,Notebook A5,Stationery,3,2024-01-16 00:00,149,C0033,India
INV102486,SKU-1013,Sticky Notes,Stationery,1,2024-08-01 00:00,79,C0090,United States
INV103336,SKU-1006,Gel Pen Pack,Stationery,5,2024-07-30 00:00,99,C0120,India
INV100039,SKU-1006,Gel Pen Pack,Stationery,10,2024-07-17 00:00,99,,India
INV102165,SKU-1003,USB-C Cable,Electronics,3,2024-08-12 00:00,299,C0028,United States
INV101145,SKU-1011,Wireless Earbuds,Electronics,3,2024-04-13 00:00,3499,C0018,India
INV101916,SKU-1014,Power Bank 10000mAh,Electronics,3,2024-03-03 00:00,1799,C0076,Germany
INV101400,SKU-1007,Water Bottle 1L,Home,2,2024-03-23 00:00,399,C0015,France
INV102978,SKU-1001,Wireless Mouse,Electronics,6,2024-02-29 00:00,799,,France
INV100582,SKU-1010,Backpack,Accessories,5,2024-12-29 00:00,1999,C0080,France
INV100522,SKU-1002,Mechanical Keyboard,Electronics,11,2024-08-10 00:00,2499,C0079,united kingdom
INV101717,SKU-1009,Desk Lamp,Home,7,2024-07-26 00:00,1499,C0068,United Kingdom
INV102432,SKU-1008,Coffee Mug,Home,5,2024-02-14 00:00,249,C0116,Germany
INV100569,SKU-1012,Phone Case,Accessories,5,2024-07-20 00:00,499,C0021,Germany
INV100489,SKU-1014,Power Bank 10000mAh,Electronics,3,2024-03-02 00:00,1799,C0077,United Kingdom
INV103573,SKU-1007,Water Bottle 1L,Home,8,2024-09-26 00:00,399,C0072,India
INV103099,SKU-1005,Notebook A5,Stationery,3,2024-05-11 00:00,149,C0104,India
INV101759,SKU-1002,Mechanical Keyboard,Electronics,1,2024-04-18 00:00,2499,C0007,USA
INV103197,SKU-1009,Desk Lamp,Home,-2,2024-01-21 00:00,1499,C0056,India
INV102435,SKU-1010,Backpack,Accessories,9,2024-04-07 00:00,1999,C0011,Germany
INV103317,SKU-1010,Backpack,Accessories,3,2024-04-11 00:00,1999,C0033,India
INV102384,SKU-1015,Yoga Mat,Home,2,2024-12-07 00:00,899,C0020,Germany
INV102095,SKU-1006,Gel Pen Pack,Stationery,10,2024-02-07 00:00,99,C0112,France
INV102162,SKU-1008,Coffee Mug,Home,10,2024-07-21 00:00,249,C0120,India
INV103953,SKU-1006,Gel Pen Pack,Stationery,9,2024-05-13 00:00,99,C0022,United Kingdom
INV102564,SKU-1004,Laptop Stand,Accessories,9,2024-08-18 00:00,1299,C0090,United States
INV102717,SKU-1014,Power Bank 10000mAh,Electronics,5,2024-03-29 00:00,1799,C0030,Germany
INV102581,SKU-1002,Mechanical Keyboard,Electronics,9,2024-11-01 00:00,2499,C0023,India
INV102538,SKU-1015,Yoga Mat,Home,8,2024-02-17 00:00,899,C0046,United States
INV103385,SKU-1014,Power Bank 10000mAh,Electronics,2,2024-08-31 00:00,1799,C0079,Germany
INV101965,SKU-1013,Sticky Notes,Stationery,3,2024-11-22 00:00,79,C0021,Germany
INV103661,SKU-1012,Phone Case,Accessories,3,2024-02-19 00:00,499,C0030,Germany
INV103694,SKU-1002,Mechanical Keyboard,Electronics,11,2024-04-18 00:00,2499,C0078,United Kingdom
INV100381,SKU-1007,Water Bottle 1L,Home,10,2024-09-15 00:00,399,C0055,Germany
INV100856,SKU-1010,Backpack,Accessories,10,2024-08-01 00:00,1999,C0028,united kingdom
INV100358,SKU-1005,Notebook A5,Stationery,7,2024-01-10 00:00,149,C0040,France
INV103143,SKU-1007,Water Bottle 1L,Home,2,2024-08-04 00:00,399,C0105,France
INV102909,SKU-1001,Wireless Mouse,Electronics,1,2024-02-08 00:00,799,C0096,United Kingdom
INV100882,SKU-1015,Yoga Mat,Home,4,2024-02-08 00:00,899,C0020,USA
INV100048,SKU-1014,Power Bank 10000mAh,Electronics,3,2024-02-05 00:00,1799,C0071,France
INV102110,SKU-1012,PHONE CASE,Accessories,5,2024-12-23 00:00,499,,United Kingdom
INV100953,SKU-1006,Gel Pen Pack,Stationery,1,2024-02-08 00:00,99,C0004,Germany
INV102090,SKU-1002,Mechanical Keyboard,Electronics,11,2024-10-01 00:00,2499,C0086,France
INV101872,SKU-1005,Notebook A5,Stationery,5,2024-06-19 00:00,149,C0091,Germany
INV102890,SKU-1011,Wireless Earbuds,Electronics,7,2024-01-25 00:00,3499,C0008,France
INV100698,SKU-1006,Gel Pen Pack,Stationery,10,2024-11-13 00:00,99,,United Kingdom
INV101692,SKU-1010,Backpack,Accessories,7,2024-10-14 00:00,1999,C0058,united kingdom
INV103233,SKU-1015,,Home,5,2024-10-03 00:00,899,C0067,United States
INV100005,SKU-1001,Wireless Mouse,Electronics,2,2024-12-28 00:00,799,C0089,France
INV100306,SKU-1003,USB-C Cable,Electronics,9,2024-08-09 00:00,299,C0065,Germany
INV100039,SKU-1013,Sticky Notes,Stationery,4,2024-05-29 00:00,79,C0054,Germany
INV100047,SKU-1011,Wireless Earbuds,Electronics,5,2024-09-27 00:00,3499,C0119,United Kingdom
INV103190,SKU-1015,Yoga Mat,Home,5,2024-06-16 00:00,899,C0042,France
INV103223,SKU-1006,Gel Pen Pack,Stationery,10,2024-02-01 00:00,99,C0092,United States
INV101590,SKU-1014,Power Bank 10000mAh,Electronics,6,2024-10-19 00:00,1799,C0008,France
INV100995,SKU-1005,Notebook A5,Stationery,6,2024-09-30 00:00,149,C0068,United Kingdom
INV102133,SKU-1015,Yoga Mat,Home,5,2024-05-24 00:00,899,,USA
INV100478,SKU-1015,Yoga Mat,Home,3,2024-05-05 00:00,899,C0050,France
INV100700,SKU-1014,Power Bank 10000mAh,Electronics,10,2024-02-07 00:00,1799,C0081,United States
INV101440,SKU-1015,Yoga Mat,Home,1,2024-03-31 00:00,899,C0036,India
INV101788,SKU-1011,Wireless Earbuds,Electronics,7,2024-02-18 00:00,3499,C0007,India
INV103186,SKU-1004,Laptop Stand,Accessories,3,2024-05-03 00:00,1299,C0063,United Kingdom
INV101708,SKU-1015,Yoga Mat,Home,1,2024-09-16 00:00,899,C0043,France
INV103691,SKU-1010,Backpack,Accessories,3,2024-12-25 00:00,1999,C0071,France
INV102004,SKU-1005,Notebook A5,Stationery,3,2024-12-30 00:00,149,C0090,United States
INV100997,SKU-1005,Notebook A5,Stationery,2,2024-04-07 00:00,149,C0072,USA
INV102560,SKU-1002,Mechanical Keyboard,Electronics,9,2024-01-06 00:00,2499,C0056,India
INV103681,SKU-1011,Wireless Earbuds,Electronics,2,2024-05-29 00:00,3499,C0071,France
INV100180,SKU-1004,Laptop Stand,Accessories,11,2024-12-09 00:00,1299,C0036,India
INV102368,SKU-1005,NOTEBOOK A5,Stationery,6,2024-01-10 00:00,149,C0088,United Kingdom
INV101399,SKU-1003,USB-C Cable,Electronics,11,2024-09-19 00:00,299,C0013,France
INV101202,SKU-1007,Water Bottle 1L,Home,4,2024-09-20 00:00,399,C0001,India
INV100667,SKU-1013,Sticky Notes,Stationery,4,2024-01-09 00:00,79,C0039,United Kingdom
INV100574,SKU-1010,Backpack,Accessories,11,2024-12-27 00:00,1999,C0097,United Kingdom
INV103472,SKU-1012,,Accessories,10,2024-05-03 00:00,499,C0062,France
INV102644,SKU-1015,Yoga Mat,Home,3,2024-01-19 00:00,899,C0021,Germany
INV101734,SKU-1012,Phone Case,Accessories,5,2024-09-04 00:00,499,C0038,United States
INV102430,SKU-1005,Notebook A5,Stationery,3,2024-09-17 00:00,149,C0096,United Kingdom
INV101189,SKU-1005,,Stationery,7,2024-05-19 00:00,149,C0060,France
INV101214,SKU-1002,Mechanical Keyboard,Electronics,9,2024-11-09 00:00,2499,C0112,France
INV103023,SKU-1010,Backpack,Accessories,2,2024-12-13 00:00,1999,C0063,United Kingdom
INV101494,SKU-1006,Gel Pen Pack,Stationery,3,2024-02-19 00:00,99,C0106,USA
INV102116,SKU-1013,Sticky Notes,Stationery,11,2024-01-23 00:00,79,C0054,Germany
INV100862,SKU-1011,Wireless Earbuds,Electronics,8,2024-10-09 00:00,3499,C0045,India
INV100940,SKU-1006,Gel Pen Pack,Stationery,9,2024-09-18 00:00,99,C0039,United Kingdom
INV101272,SKU-1008,Coffee Mug,Home,8,2024-04-18 00:00,249,,France
INV103079,SKU-1012,Phone Case,Accessories,8,2024-12-30 00:00,499,C0106,France
INV103019,SKU-1012,Phone Case,Accessories,6,2024-06-29 00:00,499,C0117,India
INV101126,SKU-1005,Notebook A5,Stationery,2,2024-09-26 00:00,149,C0100,India
INV103011,SKU-1013,Sticky Notes,Stationery,4,2024-05-17 00:00,79,C0099,France
INV101070,SKU-1012,Phone Case,Accessories,9,2024-09-19 00:00,499,C0069,India
INV101900,SKU-1006,Gel Pen Pack,Stationery,-6,2024-08-02 00:00,99,C0072,India
INV100563,SKU-1015,Yoga Mat,Home,6,2024-05-11 00:00,899,C0083,India
INV100737,SKU-1001,Wireless Mouse,Electronics,7,2024-08-20 00:00,799,C0037,United States
INV102623,SKU-1003,USB-C Cable,Electronics,11,2024-11-29 00:00,299,C0096,United Kingdom
INV103793,SKU-1002,Mechanical Keyboard,Electronics,2,2024-10-17 00:00,2499,C0061,United States
INV103700,SKU-1013,Sticky Notes,Stationery,10,2024-05-11 00:00,79,C0006,united kingdom
INV101093,SKU-1013,Sticky Notes,Stationery,11,2024-08-27 00:00,79,C0030,Germany
INV103684,SKU-1005,Notebook A5,Stationery,10,2024-07-12 00:00,149,C0107,France
INV103333,SKU-1014,Power Bank 10000mAh,Electronics,10,2024-12-22 00:00,1799,C0063,United Kingdom
INV100958,SKU-1008,Coffee Mug,Home,1,2024-01-20 00:00,249,C0052,India
INV101087,SKU-1012,Phone Case,Accessories,4,2024-10-26 00:00,499,C0051,France
INV101448,SKU-1011,Wireless Earbuds,Electronics,11,2024-01-17 00:00,3499,C0083,USA
INV103059,SKU-1002,Mechanical Keyboard,Electronics,4,2024-11-11 00:00,2499,C0097,United Kingdom
INV102423,SKU-1010,Backpack,Accessories,9,2024-01-26 00:00,1999,C0069,India
INV100664,SKU-1012,Phone Case,Accessories,1,2024-12-04 00:00,499,C0040,France
INV102156,SKU-1013,Sticky Notes,Stationery,9,2024-01-13 00:00,79,C0033,India
INV103351,SKU-1006,Gel Pen Pack,Stationery,-3,2024-11-12 00:00,99,C0111,United Kingdom
INV103425,SKU-1011,Wireless Earbuds,Electronics,10,2024-01-29 00:00,3499,C0078,United Kingdom
INV103942,SKU-1006,Gel Pen Pack,Stationery,3,2024-12-11 00:00,99,C0061,United States
INV103191,SKU-1003,USB-C Cable,Electronics,10,2024-06-19 00:00,299,C0094,United Kingdom
INV101156,SKU-1012,Phone Case,Accessories,8,2024-03-13 00:00,499,C0097,USA
INV102341,SKU-1014,Power Bank 10000mAh,Electronics,5,2024-12-19 00:00,1799,C0027,Germany
INV103129,SKU-1014,Power Bank 10000mAh,Electronics,2,2024-07-09 00:00,1799,C0043,united kingdom
INV102760,SKU-1004,Laptop Stand,Accessories,6,2024-07-17 00:00,1299,C0052,India
INV100948,SKU-1012,Phone Case,Accessories,10,2024-10-30 00:00,499,C0093,United States
INV100865,SKU-1011,Wireless Earbuds,Electronics,1,2024-02-04 00:00,3499,C0033,India
INV100009,SKU-1010,Backpack,Accessories,8,2024-08-14 00:00,1999,C0068,United Kingdom
INV101288,SKU-1012,Phone Case,Accessories,4,2024-03-26 00:00,499,C0105,France
INV102403,SKU-1003,USB-C Cable,Electronics,8,2024-02-13 00:00,299,C0029,Germany
INV102457,SKU-1002,Mechanical Keyboard,Electronics,1,2024-09-30 00:00,2499,C0012,United States
INV103059,SKU-1012,Phone Case,Accessories,9,2024-11-05 00:00,499,C0009,United Kingdom
INV101707,SKU-1010,Backpack,Accessories,1,2024-05-30 00:00,1999,C0080,France
INV103503,SKU-1008,Coffee Mug,Home,8,2024-08-11 00:00,249,C0044,United Kingdom
INV100423,SKU-1003,USB-C Cable,Electronics,9,2024-12-22 00:00,299,C0113,Germany
INV101840,SKU-1012,Phone Case,Accessories,6,2024-03-05 00:00,499,C0023,India
INV101239,SKU-1005,Notebook A5,Stationery,4,2024-09-02 00:00,149,C0071,France
INV102457,SKU-1001,Wireless Mouse,Electronics,9,2024-10-29 00:00,799,C0106,France
INV100495,SKU-1004,Laptop Stand,Accessories,6,2024-03-01 00:00,1299,C0055,Germany
INV102549,SKU-1014,Power Bank 10000mAh,Electronics,11,2024-06-29 00:00,1799,C0036,India
INV102560,SKU-1010,Backpack,Accessories,7,2024-06-20 00:00,1999,C0100,India
INV102034,SKU-1007,,Home,7,2024-05-02 00:00,399,C0056,India
INV100540,SKU-1004,Laptop Stand,Accessories,1,2024-12-11 00:00,1299,C0034,Germany
INV103024,SKU-1008,Coffee Mug,Home,6,2024-11-07 00:00,249,C0019,United States
INV100808,SKU-1007,Water Bottle 1L,Home,5,2024-09-21 00:00,399,C0048,United States
INV102267,SKU-1008,Coffee Mug,Home,9,2024-06-17 00:00,249,C0005,Germany
INV102805,SKU-1007,Water Bottle 1L,Home,5,2024-01-23 00:00,399,C0009,United Kingdom
INV102295,SKU-1011,Wireless Earbuds,Electronics,5,2024-09-10 00:00,3499,C0016,USA
INV101996,SKU-1014,Power Bank 10000mAh,Electronics,6,2024-02-16 00:00,1799,C0035,United States
INV102623,SKU-1001,Wireless Mouse,Electronics,8,2024-02-29 00:00,799,C0089,France
INV103723,SKU-1013,Sticky Notes,Stationery,4,2024-02-20 00:00,79,C0110,France
INV101975,SKU-1009,Desk Lamp,Home,3,2024-01-07 00:00,1499,C0096,United Kingdom
INV102128,SKU-1007,Water Bottle 1L,Home,6,2024-11-07 00:00,399,C0099,France
INV101480,SKU-1001,Wireless Mouse,Electronics,1,2024-07-22 00:00,799,C0093,United States
INV103484,SKU-1013,Sticky Notes,Stationery,8,2024-10-26 00:00,79,C0009,United Kingdom
INV103966,SKU-1005,Notebook A5,Stationery,4,2024-06-21 00:00,149,C0028,United States
INV100771,SKU-1001,Wireless Mouse,Electronics,2,2024-03-27 00:00,799,C0043,France
INV100668,SKU-1012,Phone Case,Accessories,11,2024-08-19 00:00,499,C0035,United States
INV101238,SKU-1014,Power Bank 10000mAh,Electronics,7,2024-03-14 00:00,1799,C0092,United States
INV100030,SKU-1009,Desk Lamp,Home,6,2024-03-10 00:00,1499,C0073,Germany
INV100987,SKU-1007,Water Bottle 1L,Home,5,2024-02-20 00:00,399,C0113,Germany
INV103830,SKU-1012,Phone Case,Accessories,8,2024-11-16 00:00,499,C0003,united kingdom
INV101194,SKU-1005,Notebook A5,Stationery,10,2024-05-15 00:00,149,C0083,India
INV102773,SKU-1010,Backpack,Accessories,4,2024-10-25 00:00,1999,C0099,USA
INV101336,SKU-1005,Notebook A5,Stationery,1,2024-02-16 00:00,149,C0057,Germany
INV100116,SKU-1001,WIRELESS MOUSE,Electronics,2,2024-09-22 00:00,799,C0104,India
INV100436,SKU-1003,USB-C Cable,Electronics,2,2024-01-03 00:00,299,C0052,India
INV103350,SKU-1013,Sticky Notes,Stationery,11,2024-11-01 00:00,79,C0084,United States
INV100855,SKU-1009,Desk Lamp,Home,1,2024-11-25 00:00,1499,C0032,United Kingdom
INV102337,SKU-1011,Wireless Earbuds,Electronics,8,2024-07-09 00:00,N/A,C0030,Germany
INV101603,SKU-1013,Sticky Notes,Stationery,6,2024-03-01 00:00,79,C0015,France
INV100047,SKU-1006,Gel Pen Pack,Stationery,5,2024-01-08 00:00,99,C0002,USA
INV100742,SKU-1005,Notebook A5,Stationery,3,2024-02-26 00:00,149,C0108,France
INV103118,SKU-1010,Backpack,Accessories,9,2024-05-26 00:00,1999,C0087,India
INV103418,SKU-1011,Wireless Earbuds,Electronics,5,2024-05-26 00:00,3499,C0096,United Kingdom
INV102133,SKU-1007,Water Bottle 1L,Home,4,2024-05-02 00:00,399,C0043,France
INV102714,SKU-1005,Notebook A5,Stationery,10,2024-11-20 00:00,149,C0001,India
INV103578,SKU-1011,Wireless Earbuds,Electronics,6,2024-11-25 00:00,3499,C0055,Germany
INV100454,SKU-1010,Backpack,Accessories,5,2024-10-16 00:00,1999,C0081,United States
INV100155,SKU-1002,Mechanical Keyboard,Electronics,6,2024-06-03 00:00,2499,C0069,India
INV102871,SKU-1007,Water Bottle 1L,Home,2,2024-05-13 00:00,399,C0001,India
INV102012,SKU-1004,Laptop Stand,Accessories,1,2024-02-13 00:00,1299,C0116,Germany
INV103624,SKU-1001,Wireless Mouse,Electronics,7,2024-12-14 00:00,799,C0071,France
INV101774,SKU-1007,Water Bottle 1L,Home,10,2024-07-02 00:00,399,C0034,Germany
INV100346,SKU-1005,Notebook A5,Stationery,9,2024-10-22 00:00,149,C0033,India
INV103176,SKU-1011,Wireless Earbuds,Electronics,2,2024-04-29 00:00,3499,C0046,United States
INV100258,SKU-1001,Wireless Mouse,Electronics,6,2024-02-08 00:00,799,C0120,India
INV100735,SKU-1011,Wireless Earbuds,Electronics,9,2024-12-16 00:00,3499,C0105,France
INV100008,SKU-1001,Wireless Mouse,Electronics,8,2024-07-05 00:00,799,C0035,United States
INV100310,SKU-1002,Mechanical Keyboard,Electronics,9,2024-11-16 00:00,2499,C0085,France
INV101069,SKU-1013,Sticky Notes,Stationery,6,2024-04-07 00:00,79,C0045,India
INV100014,SKU-1011,Wireless Earbuds,Electronics,6,2024-11-10 00:00,3499,C0070,Germany
INV101302,SKU-1005,Notebook A5,Stationery,3,2024-04-12 00:00,149,C0014,France
INV100694,SKU-1001,Wireless Mouse,Electronics,4,2024-08-16 00:00,799,C0108,France
INV102913,SKU-1012,Phone Case,Accessories,4,2024-08-07 00:00,499,C0043,France
INV101906,SKU-1005,Notebook A5,Stationery,1,2024-09-22 00:00,149,C0048,United States
INV102773,SKU-1015,Yoga Mat,Home,2,2024-11-01 00:00,899,C0031,Germany
INV103247,SKU-1013,Sticky Notes,Stationery,11,2024-06-18 00:00,79,C0095,United States
INV100070,SKU-1012,Phone Case,Accessories,5,2024-07-25 00:00,499,C0001,India
INV100917,SKU-1004,Laptop Stand,Accessories,-2,2024-10-23 00:00,1299,C0059,France
INV102032,SKU-1005,,Stationery,3,2024-11-11 00:00,149,C0035,united kingdom
INV103550,SKU-1007,Water Bottle 1L,Home,10,2024-08-09 00:00,399,C0001,USA
INV103964,SKU-1013,Sticky Notes,Stationery,1,2024-12-31 00:00,79,C0005,Germany
INV103462,SKU-1012,Phone Case,Accessories,5,2024-03-31 00:00,499,C0038,United States
INV103533,SKU-1005,Notebook A5,Stationery,10,2024-09-27 00:00,149,C0089,France
INV102973,SKU-1001,Wireless Mouse,Electronics,2,2024-11-07 00:00,799,C0041,India
INV102672,SKU-1002,Mechanical Keyboard,Electronics,4,2024-04-23 00:00,2499,C0051,France
INV101197,SKU-1001,Wireless Mouse,Electronics,10,2024-03-12 00:00,799,C0018,India
INV103444,SKU-1013,Sticky Notes,Stationery,4,2024-10-26 00:00,79,C0008,France
INV101567,SKU-1014,Power Bank 10000mAh,Electronics,7,2024-06-06 00:00,1799,C0033,united kingdom
INV103939,SKU-1014,Power Bank 10000mAh,Electronics,9,2024-08-26 00:00,1799,C0058,India
INV100375,SKU-1012,Phone Case,Accessories,6,2024-12-14 00:00,499,C0107,France
INV101480,SKU-1001,Wireless Mouse,Electronics,9,2024-12-16 00:00,799,,Germany
INV101749,SKU-1001,Wireless Mouse,Electronics,4,2024-12-07 00:00,799,C0072,India
INV101163,SKU-1006,Gel Pen Pack,Stationery,10,2024-12-06 00:00,99,C0084,united kingdom
INV102972,SKU-1003,USB-C Cable,Electronics,6,2024-02-19 00:00,299,C0044,United Kingdom
INV100355,SKU-1001,Wireless Mouse,Electronics,-4,2024-08-14 00:00,799,C0077,United Kingdom
